# File: superwell_groundwater_cost_elec.csv
# Title: Groundwater nonrenewable resource curves with capital costs disaggregated from electricity (pumping) requirements
# Comments: Costs and depth bins are from superwell output. elec_coef = (Specific_weight * mean(TotalHead) / Pump_Efficiency) / 1000 * Annual_Operation_time / 3600 * conv_m3_km3
# Source: Superwell model: https://github.com/JGCRI/superwell
# Units: costs in 1975USD per m3; available in km3; elec_coef in kwh per m3
# Column types: ciccnn
# ----------
Country,GCAM_basin_ID,cost_bin,depth_bin,available,elec_coef
Angola,183,"(0.0339,0.0436]","(225,250]",0.4013238829377966,0.040909864512962905
Angola,183,"(0.0558,0.0708]","(225,250]",0.003469563246968222,0.04117399020319312
Angola,183,"(0.0708,0.0896]","(225,250]",0.001118102822164222,0.04090773870350833
Angola,183,"(0.141,0.174]","(225,250]",3.3221716440508438,0.04067010181375478
Angola,183,"(0.00673,0.0107]","(250,275]",0.34028149450898815,0.0453201392536452
Angola,183,"(0.0107,0.0146]","(250,275]",3.3524527891266396,0.0453237055498304
Angola,183,"(0.0259,0.0339]","(250,275]",0.824111752746148,0.045354506514920186
Angola,183,"(0.0558,0.0708]","(250,275]",0.0013878252987872888,0.043628667164283604
Angola,183,"(0.0708,0.0896]","(250,275]",5.59051411082111e-4,0.043514612740226874
Angola,183,"(0.141,0.174]","(250,275]",0.02552882563206914,0.04308910126394999
Angola,183,"(0.00673,0.0107]","(275,300]",0.8534922682840693,0.0497560526094845
Angola,183,"(0.0107,0.0146]","(275,300]",0.596359780892769,0.0474589455431364
Angola,183,"(0.0259,0.0339]","(275,300]",0.4458004710387843,0.04795172759806128
