title,scenario,region,sector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2035",0,0,0,0,0,0,0,8.34092E-06,8.06629E-06,7.41462E-06,5.71921E-06,3.10993E-06,1.16301E-06,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2040",0,0,0,0,0,0,0,0,1.62475E-06,1.57125E-06,1.44431E-06,1.11406E-06,6.0579E-07,2.26545E-07,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2045",0,0,0,0,0,0,0,0,0,3.16165E-06,3.05755E-06,2.81053E-06,2.16788E-06,1.17883E-06,4.40842E-07,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2050",0,0,0,0,0,0,0,0,0,0,3.9703E-06,3.83958E-06,3.52938E-06,2.72236E-06,1.48034E-06,5.53595E-07,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2055",0,0,0,0,0,0,0,0,0,0,0,9.82824E-06,9.50463E-06,8.73675E-06,6.73903E-06,3.66448E-06,1.37039E-06,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2060",0,0,0,0,0,0,0,0,0,0,0,0,8.6081E-06,8.32466E-06,7.65212E-06,5.9024E-06,3.20955E-06,1.20026E-06,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2065",0,0,0,0,0,0,0,0,0,0,0,0,0,8.29888E-06,8.02563E-06,7.37724E-06,5.69038E-06,3.09426E-06,1.15715E-06,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61839E-06,4.46633E-06,4.10549E-06,3.16674E-06,1.72198E-06,6.4396E-07,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25175E-06,6.04591E-06,5.55746E-06,4.2867E-06,2.33098E-06,8.71706E-07,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87524E-06,6.64886E-06,6.1117E-06,4.71421E-06,2.56345E-06,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60469E-05,1.55186E-05,1.42648E-05,1.10031E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015125,0.000014627,1.34453E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51937E-05,1.46934E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning hi-eff,year=2100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13996E-06,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=1990",4.60109E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2005",0,0.000119086,9.94122E-05,8.24204E-05,5.95429E-05,3.66654E-05,1.96736E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2010",0,0,8.68591E-06,7.25095E-06,6.0116E-06,4.34295E-06,2.67431E-06,1.43495E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2015",0,0,0,8.83905E-06,7.37879E-06,6.11759E-06,4.41952E-06,2.72146E-06,1.46025E-06,0,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2020",0,0,0,0,1.53128E-05,1.48086E-05,1.36122E-05,1.04997E-05,5.70941E-06,2.13512E-06,0,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2025",0,0,0,0,0,5.29834E-05,5.12388E-05,4.70992E-05,3.63296E-05,0.000019755,7.38767E-06,0,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2030",0,0,0,0,0,0,4.96897E-05,4.80536E-05,4.41713E-05,3.40712E-05,1.85269E-05,6.92842E-06,0,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2035",0,0,0,0,0,0,0,5.75922E-05,5.56959E-05,5.11962E-05,3.94898E-05,2.14734E-05,8.0303E-06,0,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2040",0,0,0,0,0,0,0,0,1.13273E-05,1.09544E-05,1.00694E-05,7.76693E-06,4.22342E-06,1.57941E-06,0,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2045",0,0,0,0,0,0,0,0,0,2.22791E-05,2.15455E-05,1.98048E-05,1.52763E-05,8.3068E-06,3.10646E-06,0,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2050",0,0,0,0,0,0,0,0,0,0,2.83125E-05,2.73803E-05,2.51682E-05,1.94133E-05,1.05564E-05,3.94772E-06,0,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2055",0,0,0,0,0,0,0,0,0,0,0,7.05055E-05,0.000068184,6.26754E-05,4.83442E-05,2.62881E-05,9.83085E-06,0,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2060",0,0,0,0,0,0,0,0,0,0,0,0,6.21338E-05,6.00879E-05,5.52334E-05,4.26039E-05,2.31667E-05,8.66355E-06,0,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2065",0,0,0,0,0,0,0,0,0,0,0,0,0,6.03228E-05,5.83366E-05,5.36236E-05,4.13621E-05,2.24915E-05,8.41104E-06,0,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38781E-05,3.27626E-05,3.01157E-05,2.32295E-05,1.26315E-05,4.72375E-06,0,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63304E-05,4.48049E-05,4.11851E-05,3.17678E-05,1.72744E-05,6.46003E-06,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14966E-05,0.000049801,4.57776E-05,3.53102E-05,1.92006E-05,EJ
Building final energy by technology and vintage,"50S_Ref,date=2013-5-11T16:19:43-05:00",AK,comm cooling,elect_td_bld,"air conditioning,year=2085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121508,0.000117507,0.000108014,8.33154E-05,EJ
