AEZ_ID,Category,Year,Area_km2
1105,231,1700,11.383208
1210,101,1700,71.783129
1210,111,1700,11.571709
1210,121,1700,81.75649
1210,131,1700,0.988575
1210,201,1700,5682.028192
1210,211,1700,1029.821794
1210,221,1700,1083.336668
1210,231,1700,6.915225
1211,100,1700,240.808359
1211,101,1700,99.358798
1211,110,1700,2.631989
1211,111,1700,167.922245
1211,120,1700,24.25485
1211,121,1700,58.959149
1211,200,1700,443.952384
1211,201,1700,18720.2592
1211,210,1700,17.458379
1211,211,1700,3492.901241
1211,220,1700,20.287141
1211,221,1700,2146.525324
1211,230,1700,0.777987
1211,231,1700,62.169529
1310,100,1700,233.663583
1310,101,1700,10031.23476
1310,104,1700,101.576575
1310,110,1700,11.00365
1310,111,1700,661.003957
1310,114,1700,3.273803
1310,120,1700,0.395168
1310,121,1700,74.857258
1310,124,1700,0.678122
1310,131,1700,0.227066
1310,200,1700,143.041797
1310,201,1700,161457.6848
1310,204,1700,3103.375921
1310,210,1700,10.109505
1310,211,1700,12710.77289
1310,214,1700,181.786729
1310,220,1700,0.506695
1310,221,1700,1606.180259
1310,224,1700,26.596765
1310,231,1700,1.409636
1406,100,1700,490.772598
1406,101,1700,3764.602908
1406,102,1700,162.762365
1406,111,1700,1.898935
1406,120,1700,0.151696
1406,121,1700,9.473743
1406,122,1700,1.857035
1406,200,1700,1390.672602
1406,201,1700,12810.24755
1406,203,1700,81.315488
1406,210,1700,2.014301
1406,211,1700,27.429841
1406,220,1700,1.512586
1406,221,1700,30.142795
1406,223,1700,0.28731
1406,230,1700,0.175091
1406,231,1700,0.095513
1503,101,1700,555.975119
1503,102,1700,16207.47475
1503,111,1700,8.88152
1503,112,1700,1453.489601
1503,121,1700,25.881146
1503,122,1700,2198.877482
1503,132,1700,0.453727
1503,201,1700,1073.556172
1503,202,1700,17435.37445
1503,211,1700,38.386575
1503,212,1700,1663.58094
1503,221,1700,68.74135
1503,222,1700,2546.987205
